MENTION	XMLBOTTOM	XML	PATTERN	SCORE	POS
11370	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma, <COMPANY></COMPANY>	0.0992451668	0
11371	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma, <COMPANY></COMPANY>	0.0992451668	3
11371	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY></COMPANY> ; london, william	0.3482451668	0
11372	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11372	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma, <COMPANY></COMPANY>	0.0992451668	0
11373	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma, <COMPANY></COMPANY>	0.0992451668	3
11373	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY></COMPANY> ; london, william	0.3482451668	0
11374	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11374	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma, <COMPANY></COMPANY>	0.0992451668	0
11375	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma, <COMPANY></COMPANY>	0.0992451668	3
11375	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY></COMPANY> ; london, william	0.3482451668	0
11376	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11376	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts:	0.0982054008	0
11377	massachusetts: <COMPANY>[X]</COMPANY> ,	massachusetts: <COMPANY>[X]</COMPANY> ,	massachusetts: <COMPANY></COMPANY> ,	0.0832054008	1
11378	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11378	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts:	0.0982054008	0
11379	massachusetts: <COMPANY>[X]</COMPANY> ,	massachusetts: <COMPANY>[X]</COMPANY> ,	massachusetts: <COMPANY></COMPANY> ,	0.0832054008	1
11380	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts:	0.0982054008	0
11382	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> : <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> : <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> : <COMPANY></COMPANY>	0.0581410733	0
11384	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11384	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0471410733	0
11385	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY></COMPANY>	0.0832054008	1
11386	( <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> : <COMPANY>[X]</COMPANY> ,	( <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> : <COMPANY>[X]</COMPANY> ,	( <PLACE_FOUNDED></PLACE_FOUNDED> : <COMPANY></COMPANY> ,	0.0391410733	1
11387	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> : <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> : <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> : <COMPANY></COMPANY>	0.0581410733	2
11388	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11388	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> : <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> : <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> : <COMPANY></COMPANY>	0.0581410733	0
11390	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11390	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.0661998968	0
11391	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	 <PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.2911410733	4
11391	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY></COMPANY> ; london, william	0.3482451668	0
11392	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11392	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY> ,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY> ,	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY> ,	0.2751410733	0
11394	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11394	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY> ,	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY> ,	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY> ,	0.2751410733	0
11396	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11396	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts:	0.0982054008	0
11397	massachusetts: <COMPANY>[X]</COMPANY> ,	massachusetts: <COMPANY>[X]</COMPANY> ,	massachusetts: <COMPANY></COMPANY> ,	0.0832054008	1
11398	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11398	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.0661998968	0
11399	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	 <PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.2911410733	4
11399	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY></COMPANY> ; london, william	0.3482451668	0
11400	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.0661998968	0
11401	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.0661998968	3
11401	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY></COMPANY> ; london, william	0.3482451668	0
11402	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.0661998968	0
11403	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.0661998968	3
11403	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY></COMPANY> ; london, william	0.3482451668	0
11404	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts:	0.0982054008	0
11405	<COMPANY>[X]</COMPANY> ).	<COMPANY>[X]</COMPANY> ).	<COMPANY></COMPANY> ).	0.0837734778	0
11406	 <COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	 <COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	 <COMPANY></COMPANY> , <PLACE_FOUNDED></PLACE_FOUNDED> ,	0.2721998968	1
11407	 <COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	 <COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> ,	 <COMPANY></COMPANY> , <PLACE_FOUNDED></PLACE_FOUNDED> ,	0.2721998968	3
11408	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11408	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts:	0.0982054008	0
11410	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts:	0.0982054008	0
11412	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11412	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> : <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> : <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> : <COMPANY></COMPANY>	0.0581410733	0
11414	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11415	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY></COMPANY>	0.0832054008	1
11416	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11416	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0471410733	0
11417	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY></COMPANY>	0.0832054008	1
11418	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11418	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.0661998968	0
11419	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	 <PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.2911410733	4
11419	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY></COMPANY> ; london, william	0.3482451668	0
11420	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11420	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0471410733	0
11421	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY></COMPANY>	0.0832054008	1
11422	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma, <COMPANY></COMPANY>	0.0992451668	0
11423	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma, <COMPANY></COMPANY>	0.0992451668	3
11423	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY></COMPANY> ; london, william	0.3482451668	0
11424	<COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> , <PLACE_FOUNDED></PLACE_FOUNDED>	0.2095	0
11425	<COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY>[X]</COMPANY> , <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	<COMPANY></COMPANY> , <PLACE_FOUNDED></PLACE_FOUNDED>	0.2095	2
11426	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11426	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> : <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> : <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> : <COMPANY></COMPANY>	0.0581410733	0
11428	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11428	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0471410733	0
11429	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	 <PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0581410733	4
11430	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11430	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0471410733	0
11431	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY></COMPANY>	0.0832054008	1
11432	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11432	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0471410733	0
11433	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	 <PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0581410733	4
11434	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0471410733	0
11435	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0471410733	3
11436	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma, <COMPANY></COMPANY>	0.0992451668	0
11437	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma, <COMPANY></COMPANY>	0.0992451668	3
11438	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0471410733	0
11439	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY></COMPANY>	0.0832054008	1
11440	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.0661998968	0
11441	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.0661998968	3
11441	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY></COMPANY> ; london, william	0.3482451668	0
11442	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.0661998968	0
11443	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts, <COMPANY></COMPANY>	0.0661998968	3
11443	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY></COMPANY> ; london, william	0.3482451668	0
11444	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , massachusetts:	<PLACE_FOUNDED></PLACE_FOUNDED> , massachusetts:	0.0982054008	0
11446	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11446	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0471410733	0
11447	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY></COMPANY>	0.0832054008	1
11448	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11448	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0471410733	0
11449	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY></COMPANY>	0.0832054008	1
11450	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11450	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma: <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma: <COMPANY></COMPANY>	0.0471410733	0
11451	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY>[X]</COMPANY>	ma: <COMPANY></COMPANY>	0.0832054008	1
11452	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
11452	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma, <COMPANY></COMPANY>	0.0992451668	0
11453	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED>[Y]</PLACE_FOUNDED> , ma, <COMPANY>[X]</COMPANY>	<PLACE_FOUNDED></PLACE_FOUNDED> , ma, <COMPANY></COMPANY>	0.0992451668	3
11453	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY>[X]</COMPANY> ; london, william	<COMPANY></COMPANY> ; london, william	0.3482451668	0
11454	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED>[Y]</PLACE_FOUNDED>	 <PLACE_FOUNDED></PLACE_FOUNDED>	0.3692054008	1
